targets,inputs,length
no, Q: A coin is heads up. Steverson does not flip the coin.  Taisya does not flip the coin.  Methyl flips the coin.  Jabreon does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Calex does not flip the coin.  Chance flips the coin.  Rustin does not flip the coin.  Qadry flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Strobbe flips the coin.  Rist does not flip the coin.  Marcellina does not flip the coin.  Nicolyn flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Joscelynn flips the coin.  Aleetha flips the coin.  Bryleigh flips the coin.  Gralin flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Annalies does not flip the coin.  Harmannus does not flip the coin.  Ryuichi does not flip the coin.  Ayeh does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Naidelin flips the coin.  Salsabeel flips the coin.  Mudd does not flip the coin.  Enora flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Clenney does not flip the coin.  Roxeanne flips the coin.  Rheann does not flip the coin.  Ruthila does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Gouse flips the coin.  Nisar does not flip the coin.  Abdo does not flip the coin.  Loran does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Aleshka flips the coin.  Martsen flips the coin.  Szandor does not flip the coin.  Ellmer flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Raequawn does not flip the coin.  Odawa flips the coin.  Lillimay does not flip the coin.  Viorica flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Lisann flips the coin.  Mcgillivary does not flip the coin.  Yenci flips the coin.  Candido flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Santellanes flips the coin.  Tianah flips the coin.  Jonine flips the coin.  Paisha flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Lesheka does not flip the coin.  Dondra flips the coin.  Samayddin flips the coin.  Pooley does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Shayma flips the coin.  Conger does not flip the coin.  Keny flips the coin.  Sarwitavm flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Xu flips the coin.  Margaro flips the coin.  Chirag flips the coin.  Alnetia does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Lauwrens flips the coin.  Chanee flips the coin.  Leudy flips the coin.  Aarun does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Samrudh does not flip the coin.  Zianny flips the coin.  Ivyanne flips the coin.  Janajah does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Eva-lillie flips the coin.  Jamieson does not flip the coin.  Yanill does not flip the coin.  Paskett flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Carowyn flips the coin.  Jainaf flips the coin.  Jionnie does not flip the coin.  Lucchesi does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Kloee flips the coin.  Ilídio does not flip the coin.  Dietzel does not flip the coin.  Ledbetter flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Cosetta flips the coin.  Nazaya flips the coin.  Ayyan does not flip the coin.  Edwardjames does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Francika does not flip the coin.  Brianah flips the coin.  Stven flips the coin.  Ebru flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Eugie does not flip the coin.  Cyrway does not flip the coin.  Jamayla does not flip the coin.  Berajeta does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Manha flips the coin.  Myrsini does not flip the coin.  Teira flips the coin.  Pavels does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Gummer does not flip the coin.  Lluvy does not flip the coin.  Leshaundra does not flip the coin.  Hulusi flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Linnet flips the coin.  Raziye does not flip the coin.  Timmeshia does not flip the coin.  Chirstopher does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Macneel flips the coin.  Darrianna flips the coin.  Anusca does not flip the coin.  Rudik flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Terrice flips the coin.  Beybala does not flip the coin.  Toomay flips the coin.  Sheraine flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Kaed flips the coin.  Leethushane does not flip the coin.  Jurinus does not flip the coin.  Chanelly does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Zephen flips the coin.  Chrishawn does not flip the coin.  Tcharlie flips the coin.  Hill-shields does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Yitty does not flip the coin.  Soran does not flip the coin.  Lataija does not flip the coin.  Kaillan flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Avyon flips the coin.  Andrs does not flip the coin.  Binns flips the coin.  Hollyanne flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Mckenzi does not flip the coin.  Tadarious flips the coin.  Kambelle does not flip the coin.  Kile flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Ancrum flips the coin.  Benamin flips the coin.  Littman flips the coin.  Lerissa flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Assiyah flips the coin.  Vilem does not flip the coin.  Zaylen flips the coin.  Lifton flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Myrra flips the coin.  Nagalingam flips the coin.  B'elanna flips the coin.  Chrstine flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Zelmiro flips the coin.  Markjoseph flips the coin.  Anayshia flips the coin.  Aneliya flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Aday does not flip the coin.  Cedrea does not flip the coin.  Judyth flips the coin.  Fortes-diaz does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Lakish does not flip the coin.  Krimhild does not flip the coin.  Lamyah flips the coin.  Dariun does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Crystalann flips the coin.  Aubreyanna flips the coin.  Trottsr flips the coin.  Tulani does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Thahmina flips the coin.  Locadio does not flip the coin.  Truettjr flips the coin.  Mersadez does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Rosenwyn does not flip the coin.  Romar flips the coin.  Linoy does not flip the coin.  Fuston flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Alaw does not flip the coin.  Jodarius flips the coin.  Oreste does not flip the coin.  Trinere does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Ptosha does not flip the coin.  Douwe flips the coin.  Arrica flips the coin.  Jontavious flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Rilya does not flip the coin.  Jayleanna does not flip the coin.  Quinty flips the coin.  Pistol flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Chakayla does not flip the coin.  Nyele does not flip the coin.  Lorinda does not flip the coin.  Marbut flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Kelina flips the coin.  Evelijn flips the coin.  Ambers flips the coin.  Hilmer flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Avyukth does not flip the coin.  Daniel-jack does not flip the coin.  Carthers does not flip the coin.  Doramae does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Sabriye does not flip the coin.  Charlier flips the coin.  Veruca does not flip the coin.  Lannah flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Wolbrich flips the coin.  Charlyne flips the coin.  Liane does not flip the coin.  Tenneill does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Sammijo flips the coin.  Jalen flips the coin.  Hardev flips the coin.  Stazia flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Arlenys flips the coin.  Guida flips the coin.  Barbour flips the coin.  Tywan flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Buikema does not flip the coin.  Rylah flips the coin.  Ebbo does not flip the coin.  Hilarius does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Zevulon does not flip the coin.  Gregario does not flip the coin.  Umarbek does not flip the coin.  Cyann flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Maidelyn does not flip the coin.  Rabindra flips the coin.  Vancy flips the coin.  Kyianna flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Londonmarie flips the coin.  Bonsal does not flip the coin.  Zyeer does not flip the coin.  Mantilla flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Elmano does not flip the coin.  Thomass does not flip the coin.  Tianee does not flip the coin.  Elžbieta flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Grischa does not flip the coin.  Trayven flips the coin.  Mücahit does not flip the coin.  Aavi does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Aloy does not flip the coin.  Lelandra flips the coin.  Mindra flips the coin.  Morlene does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Rapaport does not flip the coin.  Dhriti does not flip the coin.  Sayanna does not flip the coin.  Tjuana flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Aodhi flips the coin.  Aurelė flips the coin.  Rajiya flips the coin.  Jooyoung flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Milie flips the coin.  Shees does not flip the coin.  Christabel flips the coin.  Brigina does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Unnie does not flip the coin.  Rahoz does not flip the coin.  Humfrid flips the coin.  Telesfora does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Cassand flips the coin.  Timotheus flips the coin.  Arbedella flips the coin.  Hanneli does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Bellatrix flips the coin.  Kolee flips the coin.  Aileena flips the coin.  Aliceyn flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Ledlay does not flip the coin.  Taline flips the coin.  Grossutti flips the coin.  Jolante flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Beulahdayha flips the coin.  Shantice does not flip the coin.  Naihomy flips the coin.  Eleda flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Osorio flips the coin.  Luvender does not flip the coin.  Bralin flips the coin.  Poppas flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Amr flips the coin.  Hoffstetter flips the coin.  Pogg does not flip the coin.  Araly does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Kallahan does not flip the coin.  Ratni flips the coin.  Bedriye does not flip the coin.  Lavonta does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Marayah does not flip the coin.  Abbi-leigh does not flip the coin.  Holsey does not flip the coin.  Kaesha does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Routhier flips the coin.  Galateah does not flip the coin.  Oscer does not flip the coin.  Lumene flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Umont does not flip the coin.  Caden-lee flips the coin.  Hattabaugh flips the coin.  Hornsveld flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Fulgence does not flip the coin.  Evadine does not flip the coin.  Zekai does not flip the coin.  Roslind flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Cthrine does not flip the coin.  Camia does not flip the coin.  Skutchan does not flip the coin.  Cheikh flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Yadviga flips the coin.  Carstyn does not flip the coin.  Alikai flips the coin.  Jacas does not flip the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Brá flips the coin.  Yadir does not flip the coin.  Kiersyn flips the coin.  Wilfreda flips the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Katie-marie does not flip the coin.  Izudin flips the coin.  Roelfiene flips the coin.  Maddylynn does not flip the coin.  Is the coin still heads up? ,4
yes, Q: A coin is heads up. Mareda does not flip the coin.  Kaamil does not flip the coin.  Markasia flips the coin.  Zohaan flips the coin.  Is the coin still heads up? ,4
no, Q: A coin is heads up. Priscilla does not flip the coin.  Abygaile does not flip the coin.  Nagwa flips the coin.  Zeineb does not flip the coin.  Is the coin still heads up? ,4
